station_code,station_name,sub_line_number,y,x,islocker
431,동작(현충원),4호선,37.502852,126.980347,False
430,이촌(국립중앙박물관),4호선,37.522295,126.974733,False
429,신용산,4호선,37.52917,126.967894,True
428,삼각지,4호선,37.534075,126.9726,True
427,숙대입구(갈월),4호선,37.54456,126.972106,False
426,서울역,4호선,37.55281,126.972556,True
425,회현(남대문시장),4호선,37.558514,126.978246,False
424,명동,4호선,37.560989,126.986325,True
423,충무로,4호선,37.561207,126.99408,True
422,동대문역사문화공원,4호선,37.565133,127.007885,True
421,동대문,4호선,37.57093,127.009287,True
420,혜화,4호선,37.582336,127.001844,True
419,한성대입구(삼선교),4호선,37.588458,127.006221,False
418,성신여대입구(돈암),4호선,37.592612,127.016441,False
417,길음,4호선,37.603407,127.025053,True
416,미아사거리,4호선,37.613292,127.030053,True
415,미아(서울사이버대학),4호선,37.62667,127.025983,False
414,수유(강북구청),4호선,37.638052,127.025732,False
413,쌍문,4호선,37.648627,127.034709,True
412,창동,4호선,37.653088,127.047274,True
411,노원,4호선,37.65627,127.063276,True
410,상계,4호선,37.660878,127.073572,True
409,당고개,4호선,37.670272,127.079066,True
408,별내별가람,진접선,37.66778,127.11581,False
406,오남,진접선,37.705,127.19281,False
405,진접,진접선,37.7205,127.2034,False
342,오금,3호선,37.502129,127.128319,True
341,경찰병원,3호선,37.495918,127.12454,True
340,가락시장,3호선,37.492245,127.117757,True
339,수서,3호선,37.487378,127.101907,True
338,일원,3호선,37.483681,127.08439,True
337,대청,3호선,37.493514,127.079532,True
336,학여울,3호선,37.496663,127.070594,True
335,대치,3호선,37.494612,127.063642,True
334,도곡,3호선,37.490922,127.055452,True
333,매봉,3호선,37.486947,127.046769,True
332,양재(서초구청),3호선,37.484477,127.033902,False
331,남부터미널(예술의전당),3호선,37.485013,127.016189,False
330,교대(법원.검찰청),3호선,37.493025,127.013786,False
329,고속터미널,3호선,37.504891,127.004916,True
328,잠원,3호선,37.512759,127.01122,True
327,신사,3호선,37.516334,127.020114,True
326,압구정,3호선,37.527072,127.028461,True
325,옥수,3호선,37.541684,127.017269,True
324,금호,3호선,37.548034,127.015872,True
323,약수,3호선,37.554867,127.010541,True
322,동대입구,3호선,37.559052,127.005602,True
321,충무로,3호선,37.56143,126.994072,True
320,을지로3가,3호선,37.566672,126.992548,False
319,종로3가,3호선,37.571605,126.991791,False
318,안국,3호선,37.576477,126.985443,True
317,경복궁(정부서울청사),3호선,37.575762,126.97353,False
316,독립문,3호선,37.574571,126.957748,True
315,무악재,3호선,37.582299,126.950291,True
314,홍제,3호선,37.589066,126.943736,True
313,녹번,3호선,37.600927,126.935756,True
312,불광,3호선,37.610553,126.92982,True
311,연신내,3호선,37.619229,126.921038,True
310,구파발,3호선,37.636763,126.918821,True
309,지축,3호선,37.648033,126.913917,True
250,용두(동대문구청),2호선,37.574028,127.038091,False
249,신정네거리,2호선,37.520074,126.852912,True
248,양천구청,2호선,37.512398,126.865819,True
247,도림천,2호선,37.514287,126.882768,True
246,신설동,2호선,37.574747,127.024932,True
245,신답,2호선,37.57004,127.046481,True
244,용답,2호선,37.561904,127.050899,True
243,충정로(경기대입구),2호선,37.559704,126.964378,False
242,아현,2호선,37.557345,126.956141,True
241,이대,2호선,37.556733,126.946013,True
240,신촌,2호선,37.555131,126.936926,True
239,홍대입구,2호선,37.55679,126.923708,True
238,합정,2호선,37.549457,126.913808,True
237,당산,2호선,37.534946,126.902767,True
236,영등포구청,2호선,37.525706,126.89661,True
235,문래,2호선,37.517933,126.89476,True
234,신도림,2호선,37.508961,126.891084,True
233,대림(구로구청),2호선,37.493243,126.894932,False
232,구로디지털단지,2호선,37.485266,126.901401,True
231,신대방,2호선,37.487462,126.913149,True
230,신림,2호선,37.484201,126.929715,True
229,봉천,2호선,37.482362,126.941892,True
228,서울대입구(관악구청),2호선,37.481247,126.952739,False
227,낙성대,2호선,37.47693,126.963693,True
226,사당,2호선,37.476538,126.981544,True
225,방배,2호선,37.481426,126.997596,True
224,서초,2호선,37.491897,127.007917,True
223,교대(법원.검찰청),2호선,37.493961,127.014667,False
222,강남,2호선,37.49799,127.027912,True
221,역삼,2호선,37.500622,127.036456,True
220,선릉,2호선,37.504286,127.048203,True
219,삼성(무역센터),2호선,37.508844,127.06316,False
218,종합운동장,2호선,37.511022,127.073704,True
217,잠실새내,2호선,37.511687,127.086162,True
216,잠실(송파구청),2호선,37.513262,127.100159,False
215,잠실나루,2호선,37.520733,127.10379,True
214,강변(동서울터미널),2호선,37.535095,127.094681,False
213,구의(광진구청),2호선,37.537077,127.085916,False
212,건대입구,2호선,37.540373,127.069191,True
211,성수,2호선,37.544581,127.055961,True
210,뚝섬,2호선,37.547184,127.047367,True
209,한양대,2호선,37.555273,127.043655,True
208,왕십리(성동구청),2호선,37.561238,127.036954,False
207,상왕십리,2호선,37.564354,127.029354,True
206,신당,2호선,37.56564,127.019614,True
205,동대문역사문화공원,2호선,37.565613,127.009054,True
204,을지로4가,2호선,37.566595,126.997817,False
203,을지로3가,2호선,37.566306,126.991696,False
202,을지로입구,2호선,37.566014,126.982618,True
201,시청,2호선,37.563588,126.975411,True
159,동묘앞,1호선,37.573197,127.01648,True
158,청량리(서울시립대입구),1호선,37.579956,127.044585,False
157,제기동,1호선,37.578103,127.034893,True
156,신설동,1호선,37.576048,127.024634,True
155,동대문,1호선,37.571687,127.01093,True
154,종로5가,1호선,37.570926,127.001849,False
153,종로3가,1호선,37.570406,126.991847,False
152,종각,1호선,37.570161,126.982923,True
151,시청,1호선,37.565715,126.977088,True
150,서울역,1호선,37.556228,126.972135,True
